,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
4169, on 09/14/11 07:55 AM (PDT),blunt1 ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),No BMW USA Service Support," While my salesman was one of the most knowledgeable salesman I have ever encountered, I was reassured that this very expensive investment would receive any service and support it needed.I drove the car off of the lot with a warning message regarding the electrical system.Two trips back to the dealer I finally get a new battery.Second trip back I explained that the road noise and pulling to the right was excessive.Their response was, ""well its just the sports suspension"", and nothing we can do.Third trip was concern about a quart of oil added every 7,000 miles.Nothing they can do.Now I need $2200 in tires, and the car leaks.No support for this lemon of a car.",2.375
4170, on 09/07/11 10:06 AM (PDT),noles01 ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Transmission Problems," This is my third BMW 5 Series and I'm afraid it's my last...... The transmission hestitation at low speeds is absolutely maddening. It's much worse than any turbo lag. I wish i still had my 2008 528i. I've taken it to the dealer three times and was told ""it's just the nature of the beast and there is nothing we can do"". Sure wish I would have read about the conerns posted here before I leased this car for 36 months. Four months and four thousand miles of misery. Doubt I can last. My new Bimmer is a Bummer. Any ideas?",3.75
4171, on 08/14/11 17:18 PM (PDT),rlandrews ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),Great car for the money," i bought a 550i with 6-speed and sport package.The engine is terrific.My last two cars have been Corvettes, and this car does not leave me wanting for more power.The torque is massive.I wish the suspension were a little more firm, and I question whether I should have ordered the Dynamic Handling Package on the car in addition to the sport package.Overall, a great car and much more car for the money than the Corvettes I have been driving.",4.75
4172, on 07/19/11 16:16 PM (PDT),550ixfan1 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),BMW number 9," THE BEST EXPERIENCE IN MY LIFE AS DRIVER, after a series of approximately 20 owned cars ( some 10 BMWs ), and several rented, leased and borrowed during 45 years.",5
4173, on 06/30/11 19:34 PM (PDT),bell10 ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),Average, I have owned this car for a year and find it very average.The steering is terrible and the transmission gear selection is also terrible.The rest is borderline average.It demonstrates very little value for the money. Its much to heavy.Its far from the ultimate driving machine.Not much fun to drive.,2.875
4174, on 06/29/11 12:27 PM (PDT),citroen3 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),buyer beware!," I bought a 2011 550i Xdrive in late 2010, within the last six weeks I have had;4 runflat tires (on 19inch wheels) go bust over fairly minor pot holes. they were 4 unrelated incidents. Cost to replace, just shy of $2000.Last week my car with about 10,500 miles on the clock, broke down on the highway, message 'transmission malfunction'. One tow and 5 days, later I got it back with the rear differential replaced.One day after I got it back from the local BMW dealer, new warning '4 by 4 chassis stabilisation malfunction contact your BMW dealer , do not brake hard'Given that this fully loaded, nearly $70,000 car is completely unreliabe, I am seriouly thinking of getting rid of it.",3.625
4175, on 06/28/11 20:43 PM (PDT),el168 ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),2011 BMW 5 Perfect Balance of Art and Function," Nice performance from a beautifully designed BMW!Base model could use a little more HP, excellent sound system, luxurious interior",5
4176, on 06/16/11 03:48 AM (PDT),techman9 ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Tires tires and more wheels," I too thought this was the car I always wanted and blindly bought this long awaited model. at 10k miles 6 rims and 5 tires later I need to bring it back again for 4 more. The ride though great when I first took delivery of the vehicle has been reduced to that of a early 90's truck; unresponsive transmission, steering that has no driver feedback whatsoever. Many of of the electronicsmalfunction consistently causing me to turn off the vehicle to reset, navigation system is one of the worse in the industry as well as the audio system. iPhone adaptor overheated my iPhone causing it to have to be replaced. All this and dimpled paint. Yes dimpled paint in the day and age.Run from this car",1.375
4177, on 06/09/11 09:07 AM (PDT),mann1970 ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),535i with Automatic transmission," I just bought black with Venetian beige 535i at Beverly Hills BMW.I like the performance and handling on this car. I use to have 7 series but with this 5 I don's miss it. I got the sport pkg, premium pkg, convenient pkg and premium pkg2.",4.75
4178, on 05/31/11 21:49 PM (PDT),njoylife ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),home link problems, i just purchased the new bmw 5 328i it a great car. its a show stopper this is my second bmw in three years. but this is the hardest car to program the homelink pls tell me why.ive played with this. trying to program for 4hrs please tell me what im doing wrong ,5
4179, on 05/25/11 18:49 PM (PDT),tommymight ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"Quick, nimble, refined and GREAT highway mileage"," I traded in my tired gas hog 2009 Tribeca for a 535 x drive all wheel automatic. I have put 1500 miles on the 535 in three weeks and it is a true BMW. Quiet, smooth, solid acceleration and rock solid handling. The iDrive still has about 300 functions I have yet to figure out and while it is better than the older iDrive systems it's still recommended ONLY for the truly computer literate. I am amazed by the mileage. 33 mpg on the highway is common so far. I do worry about the ""run flat"" tires and am thinking about buying a spare tire for long trips. 50 miles on a flat run flat will still screw over a trip quick. ",4.625
4180, on 04/06/11 23:23 PM (PDT),chasman9 ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),Lots of Smiles - M Sport Package," Car is very fast (have no idea why anyone would want the V8).Had a 2009 535i before this and it is every bit as quick.Handling is excellent, but as reviewers have stated, steering gives your less feel of the road.19"" rims are nice, but now no spare.Cup holders with 6-Spd Manual are a joke.Totally non-functional and cups (any size) interfere with shifting and IDrive.German engineering at it's worst.Gray Traffic Info screenis very hard to read.Look, inside and out is terrific (really like interior lighting at night).Also, and this is new, the sound this car makes under hard acceleration is shear music.Wow.Zero problems so far at 2500 miles.It's a keeper.",4.75
4181, on 03/21/11 12:54 PM (PDT),sleepy8 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),"Tires, Tires and More Tires"," This was the car I thought I always wanted-500xi with Msport package--what a mistake.This car can not handle a single small road defects without the Goodyear LS2 run flats getting a bubble in the sidewall.I have less than 2500miles and have gone through four tire and two rims.Thisall wheel drive car was not properly tested to handle the roads in the USA. It could do well on the autobahn, but not here. It should not have been marketed with 19 inch wheels and fragile sidewall run flats--what a mistake!Look elsewhere if you want a car that you can actually drive vs on that just looks good in the driveway.",3.125
4182, on 02/12/11 16:14 PM (PST),samsam3 ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),too many problems for 70k car," I had many BMW before this F10, I like the style power and the comfort. The car has a very nice technology package and great sound system but it is short of being the ultimate driving machine any more. Since I got this car I had many problems :power steering pulling to the right, wrong amplifier installed, gear shifter stuck ,needed adding oil to the engine, comfort access had its own mind with lights turnson during day time.after 3 months I traded the car for Japanese Car which has every thing works perfect.",3.375
4183, on 02/05/11 09:19 AM (PST),wonmarco ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Hesitation Problems driving me crazy!," I would think twice about purchasing this vehicle. I have had a big problem with surging and hesitation at low speeds. The dealer has insisted that it is normal with the adaptive transmission, but I can assure you it is not normal! (Google BMW F10 transmission problems and you will see the problem is widespread). The sad thing is that I really love the rest of the car, but after spending $50,000+, I don't think I should be dealing with this. It really takes the pleasure out of owning the car.",3.25
4184, on 01/27/11 18:38 PM (PST),windsurfing1 ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),2011 BMW 528 ," My previous BMW ownership included a 1998 528 and a BMW 328 convertible, owning these cars have turned me into a BMW fan.Then I bought this 2011 528 with reasonable amount of expectation, but it turned out to be a big disappointment. I only have one complaint about the new BMW, and it is a substantial one.The new 8 speed transmission has a almost turbo lag kinda delay followed by a surge of power when accelerating in low gears,probably because it has a adaptive mode trying to learn your driving style, that drive by wire feature alone kills the overall driving experience of a bimmer. ",3.875
